Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.499999,S,1.499999,0.1120508,6.261594,0.3895326,0.7197952,496.537,130.6935,2.344184,4.392563,78.89248,95.35464,2.057771,89.4853111904864,89.48331,-0.5984566,127.744577753297,126.9236,-0.2105081,89.76232,90.09502,90.52019,-0.02788104
1.599999,S,1.599999,0.1199204,5.589919,0.3691401,0.6446211,497.8235,130.4191,2.543311,4.500066,78.84998,95.35464,2.063083,90.0045904979397,90.00447,-0.1472777,136.654539405138,135.8913,-0.2471805,89.53151,90.10422,103.7053,-0.0511457
1.699999,S,1.699999,0.1278297,4.916293,0.3508753,0.5688582,497.7646,130.1445,2.745544,4.506638,78.80747,95.35464,2.068396,90.1926215582268,90.19127,0.4937604,145.604756339958,144.8868,-0.2283847,89.22413,90.09031,117.789,-0.07546122
1.799999,S,1.799999,0.1357661,4.238963,0.3346905,0.492323,497.0123,129.87,2.952673,4.394298,78.76498,95.35464,2.073709,90.2096425583593,90.19997,1.320993,154.58264463653,153.8978,-0.1351737,88.84369,90.05032,132.7732,-0.0943298
1.899999,S,1.899999,0.1437224,3.559207,0.3206114,0.4151765,496.6906,129.5958,3.167962,4.147948,78.72247,95.35464,2.079021,90.3347650614146,90.3047,2.330437,163.582417629388,162.9187,0.05088807,88.39614,89.9821,148.659,-0.09938471
1.999998,S,1.999998,0.1517009,2.881179,0.3086871,0.3378973,496.2823,129.3217,3.39622,3.756814,78.67997,95.35464,2.084334,90.4414433596057,90.37348,3.505537,172.605512813979,171.951,0.3472118,87.88996,89.88431,165.4476,-0.08045616
2.099998,S,2.099998,0.1596995,2.211931,0.2989564,0.2613075,496.0348,129.0478,3.642941,3.216151,78.63747,95.35464,2.089647,90.5922741585668,90.46359,4.826906,181.650121110749,180.9928,0.7693279,87.3362,89.75646,183.1399,-0.02572523
2.199998,S,2.199998,0.1677173,1.56097,0.2914003,0.1865187,495.7458,128.7741,3.913857,2.529178,78.59497,95.35464,2.094959,90.7379362826712,90.52148,6.263764,190.714463763247,190.0421,1.330216,86.74841,89.59896,201.7368,0.07806188
2.299998,S,2.299998,0.1757527,0.9397655,0.2859096,0.1148739,495.5051,128.5006,4.214058,1.708654,78.55247,95.35464,2.100272,90.9010822543352,90.56747,7.780754,199.79695736468,199.097,2.039541,86.14236,89.41309,221.239,0.2452952
2.399998,S,2.399998,0.1838039,0.3611895,0.2822672,0.04788398,495.2453,128.2272,4.547073,0.7781362,78.50996,95.35464,2.105585,91.0643909239321,90.58481,9.333568,208.895056333487,208.1546,2.902907,85.53558,89.201,241.6469,0.4911353
2.499998,S,2.499998,0.1918696,-0.1612036,0.2801474,-0.01285873,495.0114,127.9541,4.914077,-0.2274543,78.46746,95.35464,2.110898,91.2374091180608,90.5871,10.87392,218.007762468466,217.2136,3.921301,84.94678,88.96577,262.9606,0.8310758
2.599998,S,2.599998,0.1999479,-0.61399,0.279137,-0.06578005,494.7585,127.6811,5.313256,-1.262223,78.42496,95.35464,2.11621,91.4062849230888,90.5684,12.34803,227.132315887733,226.2711,5.090522,84.39497,88.7112,285.1801,1.280454
2.699998,S,2.699998,0.2080382,-0.9849328,0.2787747,-0.1094374,494.5314,127.4084,5.739875,-2.270815,78.38246,95.35464,2.121523,91.5784855179862,90.54752,13.70276,236.268361821277,235.3269,6.401045,83.89848,88.4419,308.3053,1.85392
2.799998,S,2.799998,0.2161394,-1.263882,0.2786061,-0.1426279,494.2853,127.1358,6.186727,-3.190946,78.33996,95.35464,2.126836,91.7382327018174,90.52268,14.88448,245.414425283129,244.3801,7.837929,83.4739,88.163,332.336,2.564901
2.899998,S,2.899998,0.2242514,-1.443869,0.278244,-0.1645074,494.065,126.8633,6.645446,-3.957448,78.29746,95.35464,2.132148,91.892095522338,90.51532,15.84721,254.570606252988,253.4319,9.381312,83.13486,87.88004,357.2719,3.425078
2.999998,S,2.999998,0.2323741,-1.521987,0.277422,-0.1746918,493.8256,126.5911,7.10814,-4.507261,78.25496,95.35464,2.137461,92.0242186917205,90.52354,16.5513,263.736312589746,262.4834,11.00698,82.89093,87.59877,383.1129,4.443923
3.099998,S,3.099998,0.2405081,-1.500169,0.2760295,-0.1733399,493.612,126.3191,7.569242,-4.785447,78.21246,95.35464,2.142774,92.1425356142102,90.56592,16.97236,272.912673840086,271.538,12.68767,82.74665,87.32479,409.8592,5.628319
3.199997,S,3.199997,0.2486722,-1.385517,0.2741141,-0.1612008,493.7615,126.0468,8.027995,-4.752043,78.16995,95.35464,2.148086,92.3313173952424,90.73183,17.11161,282.121293062191,280.6199,14.39709,82.70078,87.06304,437.5125,6.982465
3.299997,S,3.299997,0.2568543,-1.19071,0.2719842,-0.1396579,493.9143,125.7745,8.490005,-4.38716,78.12746,95.35464,2.153399,92.4984703870945,90.92929,16.96559,291.347664725517,289.7178,16.10431,82.74597,86.81842,466.0748,8.507676
3.399997,S,3.399997,0.2650457,-0.9334081,0.2698049,-0.1106831,493.7558,125.5024,8.958551,-3.697782,78.08495,95.35464,2.158712,92.5663837672932,91.07447,16.55223,300.58103117723,298.8242,17.78079,82.86885,86.59477,495.5473,10.20229
3.499997,S,3.499997,0.2732486,-0.6352877,0.2678168,-0.0767246,493.6679,125.2305,9.441513,-2.721037,78.04245,95.35464,2.164024,92.6369848626703,91.25671,15.93185,309.82478488323,307.9454,19.40386,83.05067,86.39452,525.9313,12.06204
3.599997,S,3.599997,0.2814616,-0.3208404,0.2662152,-0.04057742,493.516,124.9588,9.946875,-1.52497,77.99995,95.35464,2.169337,92.6811520777925,91.4319,15.16587,319.076707311886,317.0816,20.95589,83.26855,86.21883,557.2282,14.08067
3.699997,S,3.699997,0.2896847,-0.01551741,0.2650769,-0.005175179,493.3226,124.6873,10.47977,-0.2057592,77.95745,95.35464,2.17465,92.710453982071,91.59559,14.33444,328.336922766318,326.2345,22.42698,83.49709,86.06739,589.4395,16.2505
3.799997,S,3.799997,0.2979164,0.2563289,0.2643481,0.02664637,493.1324,124.416,11.04061,1.119033,77.91495,95.35464,2.179962,92.7417335351513,91.75011,13.52577,337.603559621237,335.4028,23.81539,83.71062,85.93851,622.567,18.56329
3.899997,S,3.899997,0.3061561,0.4737141,0.2638743,0.05241752,492.9231,124.1448,11.62506,2.321667,77.87244,95.35464,2.185275,92.7734516136621,91.88266,12.82537,346.875952621048,344.5853,25.12821,83.88548,85.8292,656.6122,21.01104
3.999997,S,3.999997,0.3144035,0.6210166,0.2634603,0.07026218,492.7396,123.8739,12.22566,3.277518,77.82994,95.35464,2.190588,92.8200080455227,91.9999,12.31147,356.153883927525,353.7802,26.38069,84.00233,85.73546,691.5764,23.5869
4.099999,S,4.099999,0.3226588,0.6897388,0.2629408,0.07911228,492.537,123.6031,12.83463,3.88132,77.78745,95.35464,2.1959,92.8712479698696,92.08731,12.04143,365.437498676561,362.9852,27.59476,84.04832,85.65263,727.4606,26.28589
4.200001,S,4.200001,0.3309228,0.6795497,0.2622342,0.07883002,492.3601,123.3325,13.44691,4.062388,77.74494,95.35464,2.201213,92.939310193968,92.15495,12.04909,374.727442205798,372.1979,28.79699,84.01846,85.57584,764.2657,29.10546
4.300004,S,4.300004,0.3391958,0.598379,0.2613598,0.07023407,492.1641,123.062,14.06197,3.797181,77.70244,95.35464,2.206526,93.0122636172827,92.19075,12.33478,384.024173570947,381.4155,30.01537,83.91626,85.5004,801.9924,32.04583
4.400006,S,4.400006,0.3474787,0.4617237,0.2604149,0.05502648,491.9938,122.7918,14.68387,3.117486,77.65993,95.35464,2.211839,93.1008911334456,92.20729,12.86824,393.328411222297,390.6356,31.27635,83.75345,85.42236,840.6411,35.10997
4.500008,S,4.500008,0.3557715,0.2907908,0.2595213,0.03559753,491.8044,122.5218,15.31903,2.111009,77.61743,95.35464,2.217152,93.1916115036525,92.19594,13.58621,402.640148093696,399.8556,32.60143,83.54851,85.33881,880.2117,38.30326
4.60001,S,4.60001,0.3640744,0.1099094,0.2587686,0.01472944,491.6181,122.2519,15.97316,0.9133416,77.57493,95.35464,2.222464,93.286937511136,92.16821,14.40395,411.959453505854,409.0738,34.00461,83.32434,85.24816,920.7043,41.63288
4.700013,S,4.700013,0.3723939,-0.05662988,0.2581785,-0.004757829,492.8961,121.9821,16.64916,-0.3081872,77.53242,95.35464,2.227777,93.76702013504,92.51537,15.26959,421.297325875556,418.3004,35.49186,83.10522,85.1502,962.119,45.10698
4.800015,S,4.800015,0.3807377,-0.1878339,0.2577064,-0.02038827,492.9188,121.7121,17.34593,-1.378308,77.48992,95.35464,2.23309,93.9101803137966,92.53677,16.00213,430.655374683668,427.5374,37.05836,82.9134,85.04606,1004.457,48.73389
4.900017,S,4.900017,0.3890941,-0.2688938,0.2572766,-0.03036796,492.2928,121.4421,18.05796,-2.140603,77.44743,95.35464,2.238403,93.8687766785149,92.40072,16.53645,440.021702435496,436.7745,38.68855,82.76608,84.93807,1047.719,52.5208
5.00002,S,5.00002,0.3974561,-0.2932375,0.2568248,-0.03383692,492.0747,121.1724,18.78011,-2.484655,77.40492,95.35464,2.243716,93.9171675972567,92.39256,16.85376,449.391195523986,446.009,40.36107,82.67284,84.82917,1091.904,56.47303
5.100022,S,5.100022,0.4058267,-0.2633625,0.2563304,-0.03097654,491.7924,120.9029,19.51072,-2.367462,77.36242,95.35464,2.249028,93.9288526095118,92.39185,16.92263,458.76596595541,455.2459,42.05197,82.63439,84.72245,1137.013,60.59363
5.200024,S,5.200024,0.4142048,-0.1901155,0.2558185,-0.02294998,491.6255,120.6336,20.25106,-1.824066,77.31992,95.35464,2.254341,93.9531176034628,92.4437,16.77351,468.145065198497,464.4872,43.73756,82.64277,84.62071,1183.046,64.88324
5.300026,S,5.300026,0.4225903,-0.09066197,0.2553348,-0.01167729,491.4619,120.3645,21.00455,-0.9643936,77.27741,95.35464,2.259654,93.9649019310067,92.51139,16.46346,477.527828209237,473.7347,45.3988,82.68289,84.52597,1230.003,69.34032
5.400029,S,5.400029,0.4309829,0.01467197,0.2549126,0.0005144799,491.3015,120.0956,21.77407,0.04411566,77.23491,95.35464,2.264967,93.9704181284052,92.58452,16.07937,486.914078528491,482.9898,47.02419,82.73547,84.43918,1277.886,73.96178
5.500031,S,5.500031,0.4393821,0.1061625,0.254553,0.01132208,491.1442,119.8268,22.56003,1.007239,77.19241,95.35464,2.27028,93.9759111359528,92.6521,15.71815,496.303034767361,492.2521,48.61169,82.78065,84.36012,1326.694,78.74387
5.600033,S,5.600033,0.4477877,0.1682711,0.2542294,0.01888834,491.0125,119.5582,23.36039,1.742059,77.1499,95.35464,2.275592,93.992337571443,92.71071,15.4688,505.694625123002,501.5207,50.16858,82.8017,84.28754,1376.429,83.68311
5.700036,S,5.700036,0.4561999,0.192384,0.2539098,0.02212707,490.8616,119.2898,24.1723,2.11421,77.10741,95.35464,2.280905,94.0105797390443,92.74194,15.39226,515.088689920859,510.7936,51.70964,82.78807,84.21941,1427.091,88.77708
5.800038,S,5.800038,0.464619,0.1782123,0.2535796,0.02090914,490.7362,119.0216,24.99418,2.068325,77.0649,95.35464,2.286218,94.0435468235099,92.75516,15.51351,524.485571235548,520.0687,53.25394,82.73717,84.15341,1478.68,94.02514
5.90004,S,5.90004,0.4730449,0.1332974,0.2532474,0.01602107,490.5915,118.7536,25.82664,1.639628,77.0224,95.35464,2.291531,94.078127211313,92.73986,15.81178,533.885147629531,529.3434,54.8204,82.65447,84.08736,1531.197,99.42861
6.000042,S,6.000042,0.481478,0.07101095,0.2529342,0.008952641,490.4722,118.4858,26.67168,0.9473243,76.9799,95.35464,2.296844,94.1235509863121,92.71348,16.23125,543.287721132404,538.616,56.42397,82.55179,84.01966,1584.642,104.9905
6.100045,S,6.100045,0.4899181,0.007210128,0.2526548,0.001525145,490.3337,118.2181,27.53093,0.166757,76.93739,95.35464,2.302156,94.1632940626468,92.67257,16.68894,552.692973857317,547.8851,58.07229,82.44432,83.94961,1639.013,110.7149
6.200047,S,6.200047,0.4983652,-0.04346009,0.2524085,-0.004538328,490.2023,117.9507,28.40445,-0.5124288,76.89489,95.35464,2.307469,94.1991426402624,92.63409,17.09982,562.100679951451,557.1505,59.7645,82.34697,83.8774,1694.311,116.6064
6.300049,S,6.300049,0.5068761,-0.0708961,0.2521818,-0.008004973,491.1037,117.6821,29.29743,-0.9330631,76.85239,95.35464,2.312782,94.5059651154725,92.88438,17.43185,571.577467754303,566.4793,61.50089,82.27084,83.80385,1750.54,122.6695
6.400052,S,6.400052,0.5154093,-0.07166792,0.2519663,-0.008396262,491.1987,117.4133,30.20428,-1.009776,76.80988,95.35464,2.318095,94.5797405546251,92.93131,17.58121,581.071663702324,575.8221,63.26066,82.22086,83.73055,1807.701,128.9075
6.500054,S,6.500054,0.5239456,-0.04932867,0.251762,-0.006045681,491.0277,117.1447,31.12272,-0.7497609,76.76739,95.35464,2.323408,94.5674303447254,92.92062,17.57149,590.562926928377,585.1608,65.02573,82.19501,83.65904,1865.797,135.3218
6.600056,S,6.600056,0.5324888,-0.01295353,0.2515753,-0.001950346,490.9493,116.8763,32.05393,-0.2492835,76.72488,95.35464,2.32872,94.5700288299338,92.94452,17.45871,600.056431409967,594.5023,66.78389,82.18542,83.59051,1924.828,141.9124
6.700058,S,6.700058,0.5410367,0.0257205,0.2514117,0.002549382,490.8292,116.6081,32.9984,0.335652,76.68238,95.35464,2.334033,94.5554077628694,92.95827,17.30564,609.549056131382,603.8445,68.52779,82.18089,83.52544,1984.792,148.6782
6.800061,S,6.800061,0.5495898,0.0556202,0.25127,0.006149698,490.7343,116.3401,33.95606,0.8335981,76.63988,95.35464,2.339346,94.5466729078147,92.97117,17.18822,619.041806028254,613.1884,70.25787,82.1702,83.46367,2045.69,155.6176
6.900063,S,6.900063,0.5581478,0.06947108,0.2511448,0.007954345,490.6201,116.0723,34.92619,1.109526,76.59737,95.35464,2.344659,94.5348585598588,92.96402,17.16189,628.533873736136,622.5323,71.98083,82.14533,83.40442,2107.523,162.7296
7.000065,S,7.000065,0.5667109,0.06544109,0.2510322,0.007685909,490.5313,115.8046,35.90825,1.102673,76.55487,95.35464,2.349972,94.5337557125691,92.94591,17.25366,638.025661046958,631.8751,73.70761,82.10338,83.34657,2170.291,170.0139
7.100068,S,7.100068,0.5752792,0.04724174,0.2509335,0.005714746,490.4229,115.5372,36.90238,0.8428694,76.51237,95.35464,2.355284,94.5300583924468,92.90565,17.44913,647.516962872324,641.215,75.44959,82.047,83.28906,2233.992,177.4716
7.20007,S,7.20007,0.5838527,0.02242356,0.2507874,0.002880415,490.3399,115.2699,37.89927,0.4365454,76.46986,95.35464,2.360597,94.536398096713,92.86349,17.70601,657.007658275318,650.5507,77.21498,81.98304,83.23113,2298.627,185.1047
7.300072,S,7.300072,0.5924312,-0.0003392341,0.2506822,0.0001869009,490.2373,115.0028,38.91187,0.02909385,76.42737,95.35464,2.36591,94.5329965723091,92.81081,17.96221,666.497784463681,659.8818,79.00661,81.91996,83.17257,2364.196,192.9156
7.400074,S,7.400074,0.6010146,-0.01412418,0.250669,-0.001532156,490.1377,114.7359,39.94851,-0.2448593,76.38486,95.35464,2.371223,94.5200844198576,92.75853,18.16319,675.986541356441,669.2079,80.82131,81.86499,83.11365,2430.698,200.9069
7.500077,S,7.500077,0.6096016,-0.01586417,0.2508637,-0.001873333,490.0632,114.4692,41.02897,-0.3072305,76.34236,95.35464,2.376536,94.4960045750936,92.71156,18.27735,685.472787137773,678.5289,82.6515,81.82186,83.05502,2498.132,209.0805
7.600079,S,7.600079,0.6181917,-0.006946252,0.2510735,-0.0009466913,489.9692,114.2026,42.12327,-0.159261,76.29986,95.35464,2.381848,94.4564476042927,92.66592,18.30431,694.955658495737,687.8452,84.4882,81.78994,82.99742,2566.497,217.4375
7.700081,S,7.700081,0.6267847,0.007758787,0.2512999,0.0007166369,489.9005,113.9363,43.23159,0.1236151,76.25735,95.35464,2.387161,94.4160953408776,92.63036,18.27609,704.43502413922,697.1577,86.32428,81.76491,82.94138,2635.794,225.9781
7.800084,S,7.800084,0.6354012,0.02198058,0.2515443,0.002395029,493.9431,113.6697,44.3571,0.4234685,76.21485,95.35464,2.392474,95.5327182373965,93.74287,18.40583,713.945381980745,706.501,88.16164,81.7407,82.88705,2706.023,234.7023
7.900086,S,7.900086,0.6440628,0.03048791,0.2518071,0.003461321,493.9247,113.4023,45.50307,0.6271342,76.17235,95.35464,2.397787,95.5016284520138,93.71088,18.40739,723.48777923923,715.8759,90.00217,81.71191,82.83419,2777.189,243.6105
8.000088,S,8.000088,0.6527277,0.03091844,0.2520872,0.003605382,493.9313,113.1351,46.66352,0.669127,76.12984,95.35464,2.4031,95.4772650682418,93.67328,18.47227,733.026727469666,725.2465,91.84618,81.67568,82.7824,2849.292,252.7029
8.10009,S,8.10009,0.6613942,0.02433236,0.2523852,0.002910392,493.851,112.868,47.83838,0.5530694,76.08735,95.35464,2.408412,95.4276994733888,93.59853,18.59465,742.560136713106,734.6098,93.69973,81.63258,82.73115,2922.332,261.9801
8.200092,S,8.200092,0.6700631,0.01432504,0.2527026,0.001771674,493.7959,112.6012,49.02807,0.3446035,76.04485,95.35464,2.413725,95.3830400292882,93.52128,18.75352,752.08875457851,743.9658,95.56785,81.5858,82.68003,2996.308,271.4433
8.300095,S,8.300095,0.6787333,0.005377604,0.2530408,0.0007050961,493.721,112.3345,50.23278,0.1403238,76.00234,95.35464,2.419038,95.327955157354,93.43371,18.90928,761.611328847308,753.313,97.45199,81.5397,82.6289,3071.219,281.0942
8.400097,S,8.400097,0.6874051,0.0008560746,0.2534007,0.000121907,493.6712,112.068,51.45275,0.02481429,75.95984,95.35464,2.424351,95.2729727139219,93.35294,19.03071,771.128154999952,762.652,99.34999,81.49785,82.57793,3147.063,290.9341
8.500099,S,8.500099,0.6960777,0.001801889,0.253783,0.0001716602,493.6017,111.8017,52.68818,0.03572553,75.91734,95.35464,2.429663,95.2040745195467,93.26825,19.10103,780.638079217743,771.9823,101.2573,81.4616,82.52744,3223.842,300.9644
8.600101,S,8.600101,0.7047514,0.006790385,0.2539204,0.0007139655,493.5347,111.5355,53.88236,0.1518698,75.87483,95.35464,2.434976,95.1444921301307,93.20123,19.13126,790.141705840901,781.3052,103.1693,81.42988,82.47777,3301.553,311.1857
8.700104,S,8.700104,0.713428,0.01284327,0.2537758,0.001417173,493.4927,111.2696,55.02397,0.3080043,75.83233,95.35464,2.440289,95.1056976749238,93.15822,19.14784,799.641020923611,790.6231,105.0834,81.39989,82.42907,3380.196,321.5984
8.800106,S,8.800106,0.7221077,0.01697142,0.2537905,0.001928338,493.431,111.0038,56.20659,0.4280697,75.78983,95.35464,2.445602,95.04983156633,93.09569,19.17454,809.135478321101,799.9355,106.9993,81.36863,82.38134,3459.771,332.2025
8.900108,S,8.900108,0.7307895,0.01754594,0.2538171,0.002037781,493.3718,110.7383,57.3987,0.4618978,75.74733,95.35464,2.450915,94.9936327409053,93.02626,19.23292,818.624278518847,809.2412,108.9196,81.33427,82.33436,3540.276,342.9983
9.000111,S,9.000111,0.7394735,0.01482026,0.2538433,0.001754395,493.3151,110.4729,58.59738,0.4059148,75.70483,95.35464,2.456228,94.9380060605893,92.95042,19.32471,828.107524918689,818.5398,110.8476,81.29681,82.28786,3621.711,353.9866
9.100113,S,9.100113,0.7481598,0.01058134,0.2538694,0.001270259,493.2833,110.2077,59.80244,0.2999051,75.66232,95.35464,2.46154,94.8886006868459,92.87674,19.43599,837.585071008848,827.8307,112.7862,81.25782,82.24162,3704.077,365.1682
9.200115,S,9.200115,0.7568484,0.007028798,0.2538956,0.0008425839,493.2316,109.9427,61.01363,0.2029348,75.61982,95.35464,2.466853,94.8308875137468,92.79543,19.5424,847.05697413826,837.1139,114.7357,81.21949,82.19561,3787.37,376.5443
9.300117,S,9.300117,0.7655392,0.005696708,0.2539217,0.0006592604,493.1853,109.6778,62.23072,0.1619281,75.57732,95.35464,2.472166,94.7710825777236,92.71641,19.62716,856.522847871149,846.3892,116.6948,81.18343,82.14991,3871.592,388.1158
9.40012,S,9.40012,0.7742501,0.006762954,0.2539479,0.0007582788,493.453,109.4128,63.45631,0.1898931,75.53481,95.35464,2.477479,94.799107289215,92.7298,19.69911,866.003460080075,855.6775,118.6642,81.14999,82.10465,3956.741,399.8837
9.500122,S,9.500122,0.7829702,0.009146318,0.253974,0.001026403,493.7216,109.1478,64.68842,0.2619962,75.49231,95.35464,2.482791,94.8244176697542,92.74412,19.75344,875.48567092192,864.9662,120.6394,81.11824,82.06001,4042.821,411.8488
9.600124,S,9.600124,0.79169,0.01128029,0.2540001,0.001282235,493.7466,108.8831,65.92517,0.3335142,75.44981,95.35464,2.488104,94.7762849836229,92.68587,19.7958,884.958143168107,874.2442,122.618,81.08665,82.01601,4129.828,424.0116
9.700127,S,9.700127,0.8004117,0.01199657,0.2540878,0.001385293,493.8188,108.6185,67.18301,0.3670594,75.40731,95.35464,2.493417,94.7363683793215,92.63284,19.85287,894.423943606133,883.5144,124.6013,81.05399,81.97256,4217.761,436.3726
9.800129,S,9.800129,0.8091304,0.01109758,0.255421,0.001297968,493.8487,108.3541,68.78046,0.3502519,75.36481,95.35464,2.49873,94.5841704610899,92.46446,19.91203,903.876264971581,892.7698,126.59,81.01991,81.92957,4306.621,448.9321
9.900131,S,9.900131,0.8178419,0.009258318,0.2567529,0.001090252,493.836,108.0899,70.393,0.2995284,75.3223,95.35464,2.504043,94.414726418822,92.27631,19.98057,913.311602803413,902.0067,128.585,80.98502,81.8869,4396.406,461.6909
10.00013,S,10.00013,0.8265453,0.007623834,0.2580835,0.0008934608,493.8032,107.8259,72.02009,0.2498359,75.2798,95.35464,2.509356,94.2338890414377,92.07694,20.04652,922.728359151528,911.2234,130.5868,80.95039,81.84451,4487.114,474.6494
10.10014,S,10.10014,0.8352404,0.006975909,0.2594128,0.0008057432,493.795,107.5621,73.6614,0.229256,75.2373,95.35464,2.514668,94.0543163254834,91.88115,20.10146,932.126924543988,920.4204,132.5947,80.91685,81.80244,4578.742,487.8084
10.20014,S,10.20014,0.8439274,0.00742254,0.2607408,0.0008462226,493.7667,107.2984,75.31662,0.244924,75.19479,95.35464,2.519981,93.8624531343817,91.67618,20.14046,941.507070720123,929.5977,134.6072,80.88461,81.76074,4671.289,501.1685
10.30014,S,10.30014,0.8526053,0.008406498,0.2620673,0.0009577309,493.7404,107.035,76.98522,0.2818983,75.15229,95.35464,2.525294,93.6654569025449,91.46796,20.17003,950.867492294534,938.7542,136.6229,80.85314,81.71952,4764.752,514.7299
10.40014,S,10.40014,0.8612736,0.009149205,0.2633924,0.001049088,493.7388,106.7717,78.66676,0.3139385,75.10979,95.35464,2.530607,93.4708683388028,91.26183,20.20103,960.207945089116,947.8897,138.6415,80.8217,81.67873,4859.13,528.493
10.50014,S,10.50014,0.8699325,0.009188209,0.2647158,0.001061702,493.7169,106.5086,80.36086,0.3229251,75.06729,95.35464,2.535919,93.2658100195779,91.04356,20.23812,969.528116567899,957.0038,140.6635,80.78978,81.63835,4954.42,542.4583
10.60015,S,10.60015,0.8785815,0.00854566,0.2660376,0.0009940543,493.697,106.2457,82.06702,0.3072278,75.02479,95.35464,2.541232,93.0570848921806,90.81969,20.28312,978.82775931132,966.0961,142.6898,80.75733,81.59831,5050.621,556.6259
