Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.199999,S,1.199999,0.07468175,0,0.3262139,0,439.9178,131.9209,0.8733545,0,79.09145,95.35464,2.0329,74.9039279933624,74.9039279931292,0.000186886234170176,85.2995842326568,84.02859,0.0002123583,89.9999,89.9999,47.29851,0.0001209863
1.299999,S,1.299999,0.08121119,0,0.321791,0,439.6976,131.6816,1.018438,0,79.05489,95.35464,2.037469,75.0092440831551,75.0092440829218,0.000187070044171614,92.6929289083653,91.52466,0.0002310567,89.9999,89.9999,56.07608,0.0001431569
1.399999,S,1.399999,0.08775713,8.401988,0.470868,0.956273,439.4572,131.4424,1.739607,3.585762,79.01835,95.35464,2.042037,74.9736380447316,74.96872,-0.8587335,100.101217396388,99.02544,-0.03388184,89.99445,90.01961,65.62242,-0.0005133314
1.499999,S,1.499999,0.09430823,7.710763,0.4432195,0.8802208,439.2417,131.2034,1.890392,3.806667,78.9818,95.35464,2.046605,75.0776948005899,75.07332,-0.8104818,107.517191722327,106.5279,-0.1182635,89.93229,90.06361,75.9375,-0.008166121
1.599999,S,1.599999,0.1008806,7.035606,0.4184263,0.8055223,439.0285,130.9644,2.041282,3.981153,78.94526,95.35464,2.051173,75.1809495929782,75.17841,-0.6179414,114.95641028294,114.0408,-0.1899379,89.79933,90.09543,87.00341,-0.02374104
1.699999,S,1.699999,0.1074739,6.366976,0.3960293,0.7311483,438.7952,130.7257,2.19193,4.09659,78.90871,95.35464,2.055742,75.2783251548516,75.27782,-0.2757792,122.418431714908,121.5643,-0.2341631,89.59478,90.11037,98.82121,-0.04523459
1.799999,S,1.799999,0.1140934,5.698432,0.3757711,0.6564171,439.9579,130.4869,2.342878,4.140508,78.87216,95.35464,2.06031,75.7196675023194,75.71934,0.222703,129.91237457038,129.108,-0.2356867,89.31924,90.10459,111.3921,-0.06914498
1.899999,S,1.899999,0.120745,5.027099,0.3575436,0.5809834,439.9315,130.248,2.495596,4.100107,78.83562,95.35464,2.064878,75.8693758079492,75.86436,0.8723917,137.438755648165,136.6727,-0.1791537,88.97488,90.0751,124.7188,-0.09043005
1.999998,S,1.999998,0.1274197,4.353067,0.3413533,0.5048823,439.1882,130.0091,2.652003,3.963707,78.79907,95.35464,2.069447,75.8436419622542,75.82531,1.66745,144.988538504213,144.2495,-0.04953335,88.5656,90.01968,138.8028,-0.102527
2.099998,S,2.099998,0.1341098,3.678638,0.3272443,0.4283985,438.9193,129.7704,2.814936,3.721944,78.76253,95.35464,2.074015,75.9380387620194,75.89333,2.605416,152.555568031228,151.8323,0.1675878,88.09721,89.93676,153.6447,-0.0974042
2.199998,S,2.199998,0.1408184,3.00805,0.3152591,0.3520292,438.6076,129.5318,2.988333,3.368752,78.72598,95.35464,2.078583,76.0260455244314,75.93735,3.671304,160.142275731158,159.4235,0.485729,87.5775,89.82543,169.2454,-0.06562304
2.299998,S,2.299998,0.1475431,2.347714,0.3054212,0.2765308,438.4107,129.2935,3.176398,2.902212,78.68943,95.35464,2.083152,76.1478355359886,75.99326,4.849463,167.74592712633,167.0202,0.9168168,87.01614,89.68549,185.6055,0.003527767
2.399998,S,2.399998,0.1542833,1.705742,0.2976989,0.2028595,438.1936,129.0552,3.38343,2.325741,78.65289,95.35464,2.08772,76.2707607056632,76.02512,6.116377,175.365886567905,174.6215,1.470815,86.42472,89.51742,202.7256,0.1218606
2.499998,S,2.499998,0.1610379,1.091705,0.2919842,0.1321431,438.0014,128.8171,3.613182,1.648955,78.61634,95.35464,2.092288,76.4062742653491,76.04264,7.445512,183.000400490673,182.2253,2.155178,85.81644,89.3224,220.6059,0.3020614
2.599998,S,2.599998,0.1678053,0.5161523,0.2880811,0.06562797,437.8114,128.5791,3.868314,0.8883609,78.5798,95.35464,2.096857,76.5482933163405,76.04021,8.80498,190.648046996624,189.8298,2.9744,85.20585,89.10232,239.2467,0.5574178
2.699998,S,2.699998,0.1745841,-0.009821501,0.2857056,0.004619584,437.6238,128.3413,4.149856,0.06762082,78.54324,95.35464,2.101425,76.6954991220926,76.01963,10.1595,198.30687172116,197.4327,3.929579,84.60839,88.85977,258.6479,0.9014996
2.799998,S,2.799998,0.1813733,-0.4752359,0.2844998,-0.04958831,437.416,128.1036,4.456882,-0.7826546,78.5067,95.35464,2.105993,76.840033768671,75.97904,11.47067,205.975703887691,205.0326,5.018157,84.03978,88.59797,278.8091,1.347807
2.899998,S,2.899998,0.1881716,-0.8698024,0.2840606,-0.09578622,437.2331,127.866,4.786389,-1.625656,78.47015,95.35464,2.110561,76.9899918137189,75.93517,12.70074,213.653363572079,212.6283,6.233727,83.51543,88.32071,299.7302,1.90939
2.999998,S,2.999998,0.1949785,-1.184604,0.2839774,-0.1329212,437.0524,127.6286,5.133585,-2.419657,78.43361,95.35464,2.11513,77.1359252124877,75.88947,13.81084,221.338859890667,220.2191,7.565982,83.04966,88.03229,321.4106,2.598465
3.099998,S,3.099998,0.2017936,-1.41285,0.2838767,-0.1601832,436.8515,127.3913,5.492515,-3.120197,78.39706,95.35464,2.119698,77.2679611361669,75.84419,14.76471,229.031906379938,227.8054,9.00095,82.65491,87.73734,343.8498,3.426031
3.199997,S,3.199997,0.2086169,-1.550536,0.2834645,-0.1770779,436.6754,127.1542,5.857005,-3.682753,78.36051,95.35464,2.124266,77.3932481982414,75.81845,15.53311,236.732554770251,235.3884,10.52134,82.3409,87.44071,367.0474,4.40152
3.299997,S,3.299997,0.2154485,-1.596994,0.2825602,-0.1834869,436.5015,126.9172,6.221793,-4.065876,78.32397,95.35464,2.128834,77.5024536883382,75.81349,16.09177,244.440673385731,242.9696,12.10716,82.11395,87.14732,391.0032,5.532492
3.399997,S,3.399997,0.2222888,-1.55533,0.2811135,-0.1797183,436.3075,126.6804,6.583584,-4.234833,78.28742,95.35464,2.133403,77.5872265482096,75.82864,16.42544,252.156770502838,250.5516,13.73656,81.97632,86.86189,415.7172,6.824412
3.499997,S,3.499997,0.229138,-1.43262,0.2791999,-0.1665325,436.1382,126.4437,6.941794,-4.16526,78.25088,95.35464,2.137971,77.6576921265659,75.87758,16.53209,259.88108175545,258.1371,15.38685,81.9259,86.58879,441.1895,8.280504
3.599997,S,3.599997,0.236014,-1.239846,0.2769911,-0.1451429,439.9276,126.2067,7.299757,-3.847559,78.21433,95.35464,2.14254,78.7146902895825,76.9528,16.56107,267.643692519194,265.7586,17.03982,81.95589,86.33135,467.4213,9.901805
3.699997,S,3.699997,0.2429697,-0.991599,0.2747075,-0.1171684,440.8871,125.9682,7.665393,-3.288218,78.17778,95.35464,2.147108,79.0373068376624,77.34038,16.28992,275.4871668256,273.461,18.68057,82.0551,86.0921,494.4204,11.68805
3.799997,S,3.799997,0.2499448,-0.7060392,0.2725905,-0.08466408,440.0728,125.7295,8.041547,-2.511555,78.14124,95.35464,2.151676,78.893929985933,77.29742,15.79117,283.345785920073,281.1818,20.28182,82.20825,85.87437,522.1912,13.63658
3.899997,S,3.899997,0.2569245,-0.4030511,0.2709396,-0.04990071,439.8228,125.491,8.437095,-1.562348,78.10469,95.35464,2.156244,78.8834779895131,77.40646,15.19352,291.208666749733,288.9124,21.82812,82.39695,85.67935,550.7344,15.74257
3.999997,S,3.999997,0.2639118,-0.1033666,0.2697165,-0.01526458,439.4851,125.2527,8.853022,-0.5036839,78.06815,95.35464,2.160813,78.8455504214423,77.49529,14.52931,299.07757485044,296.6561,23.31097,82.60073,85.50698,580.0514,18.00007
4.099999,S,4.099999,0.2709053,0.1727868,0.2688998,0.01689843,439.3295,125.0145,9.290458,0.5868468,78.03159,95.35464,2.165381,78.854220280978,77.62513,13.86821,306.951525856004,304.4127,24.7273,82.79852,85.35609,610.1434,20.40253
4.200001,S,4.200001,0.2779052,0.407163,0.2683795,0.04445213,439.1537,124.7764,9.747358,1.622583,77.99505,95.35464,2.16995,78.861787159613,77.73809,13.2654,314.830006015837,312.1816,26.08023,82.97018,85.22449,641.0118,22.9434
4.300004,S,4.300004,0.2849106,0.5851077,0.2679942,0.06565758,439.0028,124.5385,10.21898,2.51589,77.9585,95.35464,2.174518,78.8829598598588,77.8408,12.78011,322.712277099577,319.9611,27.37888,83.09827,85.10915,672.6577,25.61675
4.400006,S,4.400006,0.2919217,0.6966494,0.2675813,0.07930674,438.8316,124.3008,10.69946,3.186334,77.92195,95.35464,2.179086,78.908145197053,77.91826,12.45954,330.598488471715,327.7496,28.63774,83.16938,85.00636,705.0822,28.41784
4.500008,S,4.500008,0.2989387,0.7376241,0.2670248,0.0848477,438.6852,124.0631,11.1837,3.570273,77.88541,95.35464,2.183655,78.9501248906428,77.97991,12.3392,338.488696320603,335.5448,29.87531,83.17553,84.91207,738.2858,31.34358
4.60001,S,4.60001,0.3059624,0.7100736,0.2662846,0.08244133,438.5186,123.8257,11.66905,3.629251,77.84886,95.35464,2.188223,78.9975698632566,78.01299,12.4334,346.383748147967,343.3448,31.11263,83.11488,84.82221,772.2693,34.39289
4.700013,S,4.700013,0.3129931,0.6221281,0.2653982,0.07295492,438.3766,123.5883,12.15605,3.356518,77.81231,95.35464,2.192791,79.0618907366356,78.02894,12.73841,354.284196996203,351.1473,32.37111,82.99198,84.73298,807.0328,37.56682
4.800015,S,4.800015,0.3200312,0.4873127,0.2644567,0.05788691,438.2145,123.3511,12.64805,2.780661,77.77576,95.35464,2.19736,79.1304340701534,78.01722,13.22645,362.190123197756,358.9497,33.67044,82.81733,84.64119,842.5767,40.86849
4.900017,S,4.900017,0.3270773,0.3231785,0.2635647,0.03921766,438.0772,123.1141,13.1498,1.965047,77.73922,95.35464,2.201928,79.2130373653151,77.99222,13.85348,370.102070461606,366.7503,35.02668,82.60629,84.54449,878.9008,44.30283
5.00002,S,5.00002,0.3341311,0.1494664,0.262799,0.01920978,437.942,122.8772,13.66542,1.003099,77.70267,95.35464,2.206497,79.3007928411879,77.95297,14.55851,378.020007372345,374.5475,36.45041,82.37743,84.44156,916.0046,47.87609
5.100022,S,5.100022,0.3411926,-0.01401292,0.2621836,0.000155233,437.7867,122.6404,14.19686,0.008440273,77.66612,95.35464,2.211065,79.3835863137872,77.90064,15.27233,385.943277181941,382.3399,37.94572,82.15044,84.33218,953.8881,51.59531
5.200024,S,5.200024,0.3482615,-0.1496801,0.261689,-0.01588057,437.656,122.4038,14.74326,-0.8983073,77.62958,95.35464,2.215634,79.4679540208253,77.85536,15.92792,393.871897701385,390.1277,39.50979,81.94382,84.21715,992.5504,55.46755
5.300026,S,5.300026,0.3553371,-0.244202,0.2612536,-0.02730259,437.505,122.1673,15.30163,-1.605448,77.59303,95.35464,2.220202,79.5367735665711,77.81422,16.46346,401.804785827004,397.9109,41.13324,81.77267,84.09812,1031.991,59.49927
5.400029,S,5.400029,0.3624251,-0.2900414,0.2608153,-0.03316766,438.6146,121.9308,15.86896,-2.025917,77.55648,95.35464,2.22477,79.9226226901958,78.11887,16.88395,409.751791494269,405.7011,42.80302,81.6469,83.97736,1072.211,63.69573
5.500031,S,5.500031,0.3695315,-0.2862965,0.2603396,-0.03329221,438.693,121.6942,16.4435,-2.110852,77.51994,95.35464,2.229339,80.0203077481623,78.17609,17.08065,417.713547935493,413.5013,44.50164,81.57002,83.85738,1113.21,68.06079
5.600033,S,5.600033,0.3766477,-0.2386558,0.2598314,-0.02825888,438.0769,121.4576,17.02442,-1.858505,77.48339,95.35464,2.233907,79.9172749209706,78.07318,17.06896,425.680855724682,421.305,46.20929,81.53892,83.74075,1154.989,72.59635
5.700036,S,5.700036,0.3837667,-0.1584072,0.2593229,-0.01931153,437.8898,121.2213,17.61297,-1.316457,77.44684,95.35464,2.238476,79.9125319735672,78.10042,16.9215,433.649223143211,429.1102,47.90863,81.54444,83.62951,1197.549,77.30237
5.800038,S,5.800038,0.3908912,-0.06062911,0.2588511,-0.008155128,437.6376,120.9851,18.2118,-0.5758414,77.41029,95.35464,2.243044,79.8801695668956,78.12158,16.66914,441.619949397515,436.9201,49.58734,81.57292,83.52504,1240.89,82.17738
5.90004,S,5.90004,0.3980205,0.03811491,0.2584365,0.003304226,437.5447,120.749,18.82249,0.2415098,77.37375,95.35464,2.247612,79.8853469161229,78.18713,16.38418,449.592914929468,444.7357,51.23862,81.60839,83.42785,1285.012,87.21892
6.000042,S,6.000042,0.4051547,0.1223669,0.258074,0.01325878,437.3866,120.5131,19.44494,1.002493,77.3372,95.35464,2.252181,79.8738272406587,78.22925,16.12491,457.567670097916,452.5567,52.86226,81.63509,83.33759,1329.915,92.42418
6.100045,S,6.100045,0.4122936,0.1801937,0.2577389,0.02027868,437.2755,120.2773,20.07749,1.585108,77.30065,95.35464,2.256749,79.8796910730744,78.27003,15.95517,465.54404257591,460.3821,54.46449,81.64004,83.25311,1375.601,97.79065
6.200047,S,6.200047,0.4194373,0.204918,0.2574046,0.02352787,437.1667,120.0416,20.71808,1.900119,77.26411,95.35464,2.261317,79.8936972371626,78.29247,15.91515,473.522055236465,468.2103,56.0566,81.61491,83.17274,1422.07,103.3167
6.300049,S,6.300049,0.426586,0.195978,0.2570581,0.02286926,437.0375,119.8061,21.36551,1.907107,77.22755,95.35464,2.265886,79.9107569915596,78.28821,16.0214,481.501809228701,476.0393,57.65273,81.55732,83.09459,1469.322,109.0021
6.400052,S,6.400052,0.4337402,0.1587083,0.2567046,0.01885315,436.9329,119.5708,22.02007,1.622507,77.19101,95.35464,2.270454,79.9422590296084,78.26997,16.26581,489.483893348266,483.8675,59.2673,81.47084,83.01682,1517.356,114.8479
6.500054,S,6.500054,0.4408993,0.1030639,0.2563611,0.01258598,436.808,119.3355,22.683,1.117199,77.15446,95.35464,2.275023,79.9738996550981,78.22966,16.61159,497.46758134004,491.6923,60.91225,81.36404,82.93802,1566.173,120.8566
6.600056,S,6.600056,0.4480639,0.04149817,0.2560431,0.005485761,436.7076,119.1005,23.35571,0.5019847,77.11791,95.35464,2.279591,80.0140942780639,78.18558,17.00795,505.453390505613,499.513,62.59508,81.24863,82.85738,1615.773,127.0316
6.700058,S,6.700058,0.4552335,-0.01358314,0.255755,-0.001001411,436.6094,118.8655,24.03868,-0.09441722,77.08137,95.35464,2.28416,80.052269734491,78.13961,17.39446,513.440770621185,507.3287,64.31744,81.13692,82.77477,1666.154,133.3769
6.800061,S,6.800061,0.4624085,-0.0521856,0.2554905,-0.005683517,436.4907,118.6307,24.7314,-0.5518523,77.04482,95.35464,2.288728,80.0777564702864,78.09352,17.71579,521.429780540937,515.14,66.07526,81.03951,82.69078,1717.316,139.8963
6.900063,S,6.900063,0.469588,-0.06862466,0.2552394,-0.007848913,436.3966,118.3961,25.43285,-0.7844562,77.00827,95.35464,2.293296,80.0992162901011,78.06528,17.9359,529.419745911853,522.9475,67.85987,80.96311,82.60637,1769.259,146.5929
7.000065,S,7.000065,0.476772,-0.06236762,0.2549959,-0.007374895,436.282,118.1616,26.14243,-0.758335,76.97173,95.35464,2.297865,80.1029337678121,78.04541,18.03868,537.410448045791,530.7527,69.66007,80.90951,82.5228,1821.984,153.4688
7.100068,S,7.100068,0.4839601,-0.03778759,0.2547617,-0.004714517,436.1937,117.9272,26.8602,-0.4985241,76.93518,95.35464,2.302433,80.1025078303851,78.04513,18.038,545.401429749084,538.5569,71.46469,80.8755,82.4412,1875.488,160.5251
7.20007,S,7.20007,0.4911681,-0.002837238,0.2545417,-0.0007538567,436.2856,117.6926,27.58842,-0.08194316,76.89863,95.35464,2.307002,80.1429110427672,78.10117,17.9748,553.410687764643,546.3793,73.26776,80.85403,82.36237,1929.774,167.7618
7.300072,S,7.300072,0.4983853,0.03302428,0.2543398,0.003422495,436.5358,117.4581,28.32631,0.3822592,76.86208,95.35464,2.31157,80.2226664941337,78.20109,17.89597,561.426151730823,554.2087,75.06316,80.83595,82.28667,1984.843,175.1784
7.400074,S,7.400074,0.5056037,0.06114831,0.2541546,0.006794211,436.5192,117.2237,29.07289,0.7793841,76.82554,95.35464,2.316139,80.2297518917172,78.22288,17.83239,569.437603542788,562.035,76.84963,80.8125,82.21397,2040.694,182.7741
7.500077,S,7.500077,0.5128257,0.07570044,0.2539813,0.008648305,436.5269,116.9895,29.82786,1.01849,76.78899,95.35464,2.320707,80.2466713546475,78.23952,17.83552,577.448575490564,569.8609,78.6328,80.77722,82.1436,2097.328,190.5482
7.600079,S,7.600079,0.5200509,0.07481153,0.2538164,0.008719478,436.4695,116.7555,30.5907,1.053778,76.75244,95.35464,2.325275,80.2502836148291,78.22378,17.92061,585.458219199231,577.6843,80.42036,80.7274,82.07469,2154.745,198.5008
7.700081,S,7.700081,0.5272802,0.06067426,0.2536601,0.007217821,436.3916,116.5215,31.36148,0.8947952,76.7159,95.35464,2.329844,80.2524568086909,78.18808,18.08538,593.46763579002,585.5049,82.2209,80.66437,82.00638,2212.943,206.6327
7.800084,S,7.800084,0.5345132,0.0386624,0.2535154,0.004734451,436.2932,116.2877,32.14051,0.6018323,76.67935,95.35464,2.334412,80.2511749272651,78.13577,18.30444,601.476272847435,593.321,84.04118,80.59284,81.93795,2271.922,214.9456
7.900086,S,7.900086,0.5417498,0.01561171,0.253385,0.00205072,436.2193,116.0541,32.92809,0.2671983,76.6428,95.35464,2.33898,80.2558215933274,78.08466,18.54138,609.483952264037,601.1318,85.8847,80.51935,81.86908,2331.683,223.4417
8.000088,S,8.000088,0.5489899,-0.002178205,0.2532695,-0.00008921571,436.1472,115.8206,33.72422,-0.01191042,76.60625,95.35464,2.343549,80.2567649888861,78.03458,18.75507,617.4906283975,608.9373,87.7509,80.45026,81.79984,2392.225,232.1233
8.10009,S,8.10009,0.5562335,-0.01062992,0.2531673,-0.001184185,436.0547,115.5872,34.52874,-0.1619217,76.56971,95.35464,2.348117,80.2451312557622,77.98416,18.91433,625.496150419003,616.738,89.63567,80.39007,81.73063,2453.548,240.9925
8.200092,S,8.200092,0.5634801,-0.008789951,0.2530775,-0.001084602,435.9866,115.354,35.34144,-0.1518446,76.53316,95.35464,2.352686,80.2321440030428,77.94787,19.00859,633.499805108364,624.5342,91.53281,80.34031,81.66199,2515.651,250.0509
8.300095,S,8.300095,0.5707299,0.001194615,0.2530001,-0.000006828727,435.8979,115.1209,36.1623,-0.0009784962,76.49661,95.35464,2.357254,80.205938915844,77.91236,19.04355,641.501723615775,632.3271,93.43597,80.29941,81.5945,2578.533,259.2993
8.400097,S,8.400097,0.5779825,0.01501489,0.2529358,0.001570179,435.8335,114.888,36.99138,0.2302024,76.46007,95.35464,2.361823,80.1811596424322,77.88634,19.04564,649.501629477606,640.1172,95.34062,80.26342,81.5285,2642.194,268.7381
8.500099,S,8.500099,0.5852374,0.02777278,0.252813,0.003078114,435.7486,114.6552,37.81788,0.461572,76.42352,95.35464,2.366391,80.1511218408077,77.8555,19.0453,657.49882067734,647.9041,97.24504,80.22755,81.4641,2706.634,278.3674
8.600101,S,8.600101,0.5924955,0.0355264,0.2526752,0.004045132,435.688,114.4225,38.64779,0.6202098,76.38697,95.35464,2.370959,80.12913828942,77.82595,19.07355,665.493952763303,655.6882,99.15085,80.18769,81.40108,2771.852,288.1872
8.700104,S,8.700104,0.5997561,0.03645001,0.2525891,0.004231488,435.6068,114.19,39.49117,0.6631469,76.35043,95.35464,2.375528,80.1012170888964,77.77965,19.145,673.486592193004,663.4684,101.0619,80.14163,81.33907,2837.849,298.1978
8.800106,S,8.800106,0.6070192,0.03114609,0.2527829,0.003681168,435.5499,113.9576,40.38485,0.5894884,76.31387,95.35464,2.380096,80.0696129344984,77.71852,19.2607,681.476299393894,671.2435,102.9825,80.08959,81.27766,2904.624,308.3999
8.900108,S,8.900108,0.6142836,0.02225711,0.2529841,0.002678294,435.4973,113.7254,41.28693,0.438111,76.27733,95.35464,2.384665,80.0392497711123,77.65099,19.40632,689.461780842326,679.0115,104.9165,80.03384,81.21648,2972.175,318.7948
9.000111,S,9.000111,0.6215644,0.01322129,0.2531974,0.001619001,435.6017,113.493,42.20016,0.2704562,76.24078,95.35464,2.389233,80.050759605421,77.62295,19.56532,697.460384587688,686.7892,106.8684,79.97771,81.15537,3040.504,329.3839
9.100113,S,9.100113,0.6288526,0.007084645,0.253423,0.0008654867,435.8857,113.2606,43.1234,0.1476086,76.20423,95.35464,2.393801,80.1088954863316,77.645,19.7152,705.462080381423,694.5668,108.8359,79.9243,81.09439,3109.611,340.1689
9.200115,S,9.200115,0.6361387,0.005459408,0.2536609,0.0006241902,435.8807,113.0284,44.05534,0.1086513,76.16769,95.35464,2.39837,80.0796629441265,77.5888,19.81743,713.454824940763,702.3329,110.8142,79.87544,81.03378,3179.495,351.1514
9.300117,S,9.300117,0.6434262,0.008115625,0.2539113,0.0008885546,435.9223,112.7963,44.99644,0.1578128,76.13114,95.35464,2.402938,80.0577239046927,77.5484,19.8868,721.443093565006,710.0925,112.8007,79.83118,80.97379,3250.155,362.332
9.40012,S,9.40012,0.6507136,0.01326243,0.2541745,0.00146593,435.8986,112.5644,45.94659,0.2655738,76.09459,95.35464,2.407506,80.0122971380537,77.49069,19.92889,729.425093033603,717.8444,114.7919,79.78997,80.91464,3321.591,373.7116
9.500122,S,9.500122,0.658002,0.01845639,0.2544511,0.002077568,435.8541,112.3327,46.90599,0.3838124,76.05804,95.35464,2.412075,79.9575714934996,77.42505,19.96434,737.402099621468,725.5901,116.7867,79.74944,80.85643,3393.801,385.2905
9.600124,S,9.600124,0.6652905,0.02161798,0.2547412,0.002473362,435.8115,112.101,47.87455,0.4658245,76.0215,95.35464,2.416643,79.9015658216658,77.35484,20.01222,745.373315260936,733.3287,118.7856,79.70746,80.79906,3466.786,397.0691
9.700127,S,9.700127,0.6725794,0.02173242,0.2550451,0.002521507,435.7482,111.8695,48.85232,0.4840017,75.98495,95.35464,2.421212,79.8387398612084,77.27184,20.08201,753.338568184745,741.0597,120.7904,79.66284,80.74238,3540.544,409.0478
9.800129,S,9.800129,0.6798684,0.01917189,0.2553634,0.002252171,435.7088,111.6382,49.83939,0.4404775,75.9484,95.35464,2.42578,79.7817856012116,77.18864,20.17541,761.297857907706,748.7826,122.8038,79.61573,80.68614,3615.075,421.2274
9.900131,S,9.900131,0.6871572,0.01529738,0.2556967,0.001810407,435.6489,111.407,50.83584,0.3606776,75.91186,95.35464,2.430349,79.7170584203061,77.09416,20.28053,769.250282826789,756.4962,124.8273,79.56737,80.63021,3690.378,433.6089
10.00013,S,10.00013,0.6944456,0.0117917,0.2560459,0.001393159,435.6129,111.1759,51.84182,0.2826515,75.87531,95.35464,2.434917,79.6560527523207,77.00342,20.38529,777.196089770828,764.2007,126.8611,79.51941,80.57458,3766.451,446.1932
10.10014,S,10.10014,0.7017334,0.01000573,0.2563384,0.001163538,435.5563,110.945,52.8423,0.2403406,75.83876,95.35464,2.439485,79.589002963968,76.91016,20.47527,785.134708164536,771.8956,128.9047,79.47324,80.51923,3843.294,458.9814
10.20014,S,10.20014,0.7090221,0.01026457,0.2562456,0.001171734,435.5236,110.7142,53.7678,0.2463566,75.80222,95.35464,2.444054,79.5484723607141,76.84793,20.55128,793.068217964655,779.5833,130.9565,79.42934,80.46432,3920.907,471.9745
10.30014,S,10.30014,0.7163127,0.01204951,0.2561556,0.001365361,435.4926,110.4836,54.69691,0.2921234,75.76567,95.35464,2.448622,79.5056531520627,76.78745,20.61156,800.997055909968,787.2645,133.0151,79.38726,80.40996,3999.288,485.173
10.40014,S,10.40014,0.7236049,0.01419094,0.2560684,0.001614742,435.4407,110.2531,55.62943,0.3514817,75.72912,95.35464,2.453191,79.4549336738569,76.72067,20.66459,808.921160011274,794.9394,135.0791,79.34595,80.3562,4078.436,498.5777
10.50014,S,10.50014,0.7308989,0.01556833,0.2559838,0.001787121,435.4129,110.0227,56.5652,0.39567,75.69257,95.35464,2.457759,79.4103973217141,76.65862,20.72359,816.84059084217,802.608,137.1488,79.30424,80.30302,4158.352,512.189
10.60015,S,10.60015,0.7381947,0.01559576,0.2559326,0.001806564,435.3642,109.7925,57.51094,0.4067353,75.65603,95.35464,2.462327,79.3576396072193,76.58527,20.79258,824.755085402682,810.2699,139.2249,79.26147,80.25034,4239.035,526.0075
