Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
4.300004,S,4.300004,0.430159,-0.21373,0.2510448,-0.02352243,582.8337,120.2078,21.56026,-2.030008,77.22357,95.35464,2.266384,118.320747957624,117.1772,16.41046,486.659973742319,484.1757,34.4403,83.99452,85.9313,1016.497,41.04697
4.400006,S,4.400006,0.4407363,-0.2771219,0.2506246,-0.031615,582.7589,119.8718,22.55672,-2.858976,77.16994,95.35464,2.273089,118.480567904514,117.2566,16.98631,498.516282005962,495.9224,36.11835,83.8755,85.83447,1065.561,44.57446
4.500008,S,4.500008,0.4513279,-0.2733931,0.2501673,-0.03193958,582.6676,119.5362,23.56897,-3.023142,77.11629,95.35464,2.279794,118.613612296747,117.3587,17.20827,510.382527799284,507.6747,37.83451,83.82198,85.7379,1115.8,48.27194
4.60001,S,4.60001,0.4619336,-0.2113646,0.2496766,-0.0253673,582.582,119.2009,24.59656,-2.510417,77.06265,95.35464,2.286499,118.725309503082,117.4902,17.08075,522.258347448182,519.4359,39.55294,83.82922,85.64556,1167.214,52.14145
4.700013,S,4.700013,0.472552,-0.1110361,0.2492044,-0.01409547,582.4799,118.8658,25.64397,-1.456941,77.00902,95.35464,2.293204,118.814384091044,117.6377,16.68021,534.142226231186,531.2078,41.24235,83.88041,85.56053,1219.805,56.18156
4.800015,S,4.800015,0.4831837,0.001157927,0.2488006,-0.001132158,582.3835,118.531,26.7165,-0.1221033,76.95538,95.35464,2.299908,118.894376646555,117.7936,16.14127,546.03422008941,542.9927,42.88256,83.95089,85.48447,1273.574,60.38826
4.900017,S,4.900017,0.4938272,0.09845278,0.2484736,0.01040124,582.2929,118.1965,27.81558,1.169356,76.90174,95.35464,2.306613,118.973112177445,117.9427,15.62437,557.933060694956,554.79,44.46845,84.01392,85.41733,1328.522,64.75623
5.00002,S,5.00002,0.5044828,0.1599147,0.2481917,0.01799094,582.1856,117.8623,28.93829,2.106473,76.8481,95.35464,2.313318,119.050295632964,118.066,15.27719,569.83877793809,566.5987,46.01069,84.04704,85.35748,1384.65,69.28048
5.100022,S,5.100022,0.5151593,0.175216,0.2479167,0.02030434,583.7922,117.5282,30.08134,2.473816,76.79446,95.35464,2.320023,119.602416123918,118.6265,15.24767,581.76563941124,578.4306,47.5337,84.03728,85.30215,1441.96,73.95771
5.200024,S,5.200024,0.5258696,0.1465777,0.247637,0.01745366,583.8762,117.1939,31.24467,2.211059,76.74082,95.35464,2.326728,119.745676749165,118.7424,15.46834,593.719369534891,590.2883,49.06706,83.98388,85.24828,1500.455,78.78754
5.300026,S,5.300026,0.5365958,0.08741249,0.2473717,0.01087534,583.4491,116.8597,32.42835,1.431317,76.68718,95.35464,2.333433,119.752651826056,118.6909,15.91125,605.682091672041,602.1511,50.63581,83.89764,85.19321,1560.137,83.77231
5.400029,S,5.400029,0.5473326,0.01800759,0.2471458,0.002863426,583.275,116.5258,33.63508,0.3912111,76.63354,95.35464,2.340138,119.828657569283,118.6902,16.47858,617.650332721611,614.0136,52.25707,83.79736,85.13543,1621.004,88.91648
5.500031,S,5.500031,0.5580828,-0.04068945,0.2469659,-0.004136746,583.039,116.1923,34.86641,-0.586251,76.5799,95.35464,2.346843,119.88098463758,118.6674,17.01466,629.625589595832,625.8768,53.93477,83.70387,85.07472,1683.058,94.22563
5.600033,S,5.600033,0.5688448,-0.07311679,0.2468198,-0.008236966,582.8755,115.859,36.12078,-1.209953,76.52627,95.35464,2.353547,119.940216393103,118.6722,17.39438,641.606609806956,637.7405,55.65849,83.63387,85.01218,1746.298,99.705
5.700036,S,5.700036,0.579609,-0.07343593,0.2467834,-0.008639487,582.831,115.5262,37.40866,-1.314436,76.47263,95.35464,2.360252,120.011782922553,118.722,17.5475,653.582451629454,649.596,57.40675,83.59514,84.94972,1810.724,105.3581
5.800038,S,5.800038,0.5903941,-0.04642635,0.246606,-0.005779283,582.5443,115.1935,38.69455,-0.9100947,76.41899,95.35464,2.366957,120.005601442836,118.7272,17.46987,665.572981076215,661.4656,59.15854,83.58495,84.88932,1876.336,111.1865
5.90004,S,5.90004,0.6011889,-0.005099692,0.2464858,-0.001087308,582.4431,114.861,40.00661,-0.1771054,76.36535,95.35464,2.373662,120.03708423405,118.7907,17.25315,677.566643150672,673.3399,60.89411,83.5918,84.83246,1943.136,117.1893
6.000042,S,6.000042,0.6119938,0.03433808,0.2466441,0.003570424,582.2798,114.5288,41.38266,0.6011461,76.31171,95.35464,2.380367,120.0329653751,118.8215,17.0107,689.563012205055,685.2194,62.60562,83.59999,84.77962,2011.124,123.3645
6.100045,S,6.100045,0.6228077,0.05840141,0.2468304,0.006576666,582.1669,114.197,42.78341,1.143851,76.25807,95.35464,2.387072,120.040713217056,118.8499,16.86636,701.561042441542,697.1026,64.29747,83.59551,84.73022,2080.299,129.7098
6.200047,S,6.200047,0.6336309,0.060798,0.2470389,0.007107063,582.0594,113.8654,44.20805,1.27611,76.20443,95.35464,2.393777,120.050497577703,118.8561,16.89229,713.560719502079,708.9879,65.98394,83.57077,84.68292,2150.663,136.2238
6.300049,S,6.300049,0.6444626,0.04398887,0.2472699,0.005348233,581.959,113.534,45.65659,0.9907872,76.15079,95.35464,2.400481,120.062632550705,118.8399,17.09134,725.561063340605,720.8723,67.6828,83.52675,84.63622,2222.216,142.907
6.400052,S,6.400052,0.6553265,0.01738121,0.2475293,0.002326069,582.4913,113.2025,47.13372,0.4443694,76.09715,95.35464,2.407186,120.251739688913,118.9835,17.4186,737.590400538896,732.7823,69.41151,83.47173,84.5889,2294.958,149.7614
6.500054,S,6.500054,0.6662075,-0.007107597,0.2478217,-0.0005848171,582.6017,112.8709,48.63847,-0.1151477,76.04352,95.35464,2.413891,120.314441732196,118.9997,17.73799,749.628450020977,744.6971,71.17313,83.41728,84.54064,2368.891,156.7904
6.600056,S,6.600056,0.6770943,-0.0200623,0.2481471,-0.002244808,582.538,112.5397,50.16952,-0.4552839,75.98988,95.35464,2.420596,120.315705048161,118.9674,17.96181,761.663211743265,756.6053,72.96143,83.37327,84.49185,2444.016,163.997
6.700058,S,6.700058,0.6879891,-0.01815707,0.2485051,-0.002190465,582.5468,112.2088,51.72738,-0.457375,75.93623,95.35464,2.427301,120.323184433394,118.9617,18.04945,773.697334383578,768.5109,74.76468,83.34396,84.44346,2520.332,171.3832
6.800061,S,6.800061,0.6988893,-0.004834343,0.2490492,-0.0007475603,582.5384,111.8781,53.34483,-0.1606141,75.8826,95.35464,2.434006,120.302527115861,118.9464,18.01255,785.727843993381,780.4125,76.56911,83.3269,84.39644,2597.837,178.95
6.900063,S,6.900063,0.7097957,0.01199339,0.2491099,0.001201481,582.535,111.5478,54.87758,0.2654796,75.82896,95.35464,2.440711,120.304803043073,118.9621,17.92385,797.755609251236,792.312,78.36605,83.31479,84.35136,2676.533,186.6968
7.000065,S,7.000065,0.7207104,0.02402478,0.2490627,0.002680851,582.5145,111.2177,56.40179,0.608902,75.77532,95.35464,2.447416,120.305811851466,118.9719,17.86548,809.78263394962,804.2115,80.15498,83.2993,84.30818,2756.419,194.6229
7.100068,S,7.100068,0.7316334,0.02645147,0.2490149,0.003079679,582.4766,110.8879,57.94,0.7186716,75.72168,95.35464,2.45412,120.301746238679,118.963,17.89734,821.808893095818,816.1102,81.94262,83.27509,84.26636,2837.494,202.7277
7.20007,S,7.20007,0.7425647,0.01971256,0.2489658,0.002388808,582.4436,110.5584,59.49168,0.572468,75.66805,95.35464,2.460825,120.299250777361,118.9405,18.02962,833.834077101227,828.0066,83.73904,83.24187,84.22513,2919.76,211.0117
7.300072,S,7.300072,0.7535042,0.008650848,0.2489165,0.001127853,582.3931,110.2291,61.05664,0.2774389,75.6144,95.35464,2.46753,120.290132059773,118.9023,18.21974,845.857959162689,839.8995,85.55234,83.20392,84.1839,3003.215,219.4761
7.400074,S,7.400074,0.7644518,-0.0005408277,0.2488675,0.00001681232,582.37,109.9001,62.63456,0.004243181,75.56076,95.35464,2.474235,120.284505906716,118.8685,18.40223,857.880223893488,851.7883,87.38474,83.16729,84.14253,3087.858,228.1228
7.500077,S,7.500077,0.7754076,-0.003605306,0.2488185,-0.0004180261,582.3294,109.5714,64.22498,-0.1081996,75.50713,95.35464,2.48094,120.266642789632,118.832,18.52083,869.900900767466,863.6735,89.23218,83.13653,84.1013,3173.691,236.9536
7.600079,S,7.600079,0.7863795,-0.0001599223,0.2487693,-0.00008407805,583.8658,109.2429,65.82877,-0.02230953,75.45348,95.35464,2.487645,120.705077937376,119.2608,18.61659,881.933299202549,875.5692,91.08878,83.11253,84.06067,3260.712,245.9695
7.700081,S,7.700081,0.7973804,0.006644425,0.2487199,0.000686062,584.0595,108.9141,67.44767,0.1865491,75.39985,95.35464,2.49435,120.743265818251,119.2996,18.61563,893.982971914243,887.4817,92.94871,83.09254,84.02103,3348.924,255.1714
7.800084,S,7.800084,0.8083888,0.01235346,0.2499284,0.001378419,583.7865,108.5855,69.42717,0.3839288,75.34621,95.35464,2.501055,120.53670848624,119.0946,18.58963,906.027201850116,899.3887,94.8072,83.07222,83.98251,3438.327,264.5592
7.900086,S,7.900086,0.8193912,0.01387134,0.2515286,0.00160907,583.7427,108.2572,71.54321,0.4588756,75.29257,95.35464,2.50776,120.35826581248,118.9103,18.61324,918.053753192537,911.2777,96.66574,83.04826,83.94487,3528.92,274.1328
8.000088,S,8.000088,0.8303887,0.01104835,0.2531277,0.001323361,583.5913,107.9292,73.68912,0.3862463,75.23893,95.35464,2.514464,120.139967717673,118.6776,18.68794,930.062793136245,923.1482,98.52982,83.02013,83.90775,3620.701,283.8925
8.10009,S,8.10009,0.8413795,0.006292152,0.2547255,0.000780555,583.5119,107.6015,75.8641,0.2330629,75.18529,95.35464,2.521169,119.934221356052,118.4524,18.79485,942.05236365327,934.9977,100.4037,82.98997,83.87084,3713.667,293.8391
8.200092,S,8.200092,0.852364,0.002730525,0.2563225,0.000341391,583.4592,107.2741,78.068,0.1042386,75.13165,95.35464,2.527874,119.725731779798,118.2258,18.89209,954.023368991874,946.827,102.2882,82.96085,83.8341,3807.818,303.9736
8.300095,S,8.300095,0.8633412,0.002239802,0.2579184,0.0002474298,583.4337,106.9469,80.30009,0.07722544,75.07801,95.35464,2.534579,119.513383862603,118.0015,18.9498,965.973909598013,958.6345,104.1807,82.93482,83.79766,3903.15,314.2971
8.400097,S,8.400097,0.8743105,0.004443862,0.2595129,0.0004786466,583.4126,106.6201,82.55974,0.1526454,75.02438,95.35464,2.541284,119.290526398963,117.7731,18.96646,977.903336559174,970.4201,106.0767,82.91174,83.76176,3999.662,324.8099
8.500099,S,8.500099,0.8852709,0.0073026,0.2611061,0.0008130246,583.3958,106.2935,84.84628,0.2648282,74.97073,95.35464,2.547989,119.058289115456,117.5378,18.96686,989.810486662942,982.183,107.9732,82.88973,83.72656,4097.351,335.5124
8.600101,S,8.600101,0.8962224,0.008755197,0.2626978,0.001003987,583.3832,105.9672,87.15923,0.3338989,74.9171,95.35464,2.554693,118.818275109773,117.2923,18.98154,1001.69499758391,993.9228,109.8705,82.86671,83.692,4196.214,346.4046
8.700104,S,8.700104,0.9071641,0.008026482,0.2641656,0.000939882,583.3973,105.6412,89.45635,0.3190252,74.86346,95.3807,2.564655,118.590865336712,117.0543,19.02851,1013.5566712142,1005.639,111.771,82.84172,83.65794,4296.253,357.4866
8.800106,S,8.800106,0.9180859,0.006006575,0.2691021,0.0007099822,583.4189,105.3154,92.97384,0.2458613,74.80981,95.42069,2.576359,117.992628192593,116.4437,19.05584,1025.37817054873,1017.314,113.6757,82.81548,83.62416,4397.459,368.7589
8.900108,S,8.900108,0.92897,0.004289225,0.2764549,0.0005008306,584.0027,104.9894,97.40797,0.1768654,74.75618,95.46082,2.58808,117.282519835837,115.7216,19.07094,1037.14479523381,1028.933,115.5844,82.7895,83.59059,4499.83,380.2219
9.000111,S,9.000111,0.9398054,0.00385654,0.2819686,0.0004329158,584.2081,104.6636,101.2766,0.1558393,74.70254,95.5007,2.59977,116.624384731477,115.0545,19.07116,1048.84424478094,1040.484,117.4939,82.76482,83.55732,4603.359,391.8759
9.100113,S,9.100113,0.9505851,0.004586214,0.287454,0.0005040371,584.2609,104.338,105.202,0.1848702,74.6489,95.54002,2.611389,115.896246064821,114.3211,19.04274,1060.46817227554,1051.959,119.4009,82.74146,83.52445,4708.04,403.7206
9.200115,S,9.200115,0.9613111,0.005495724,0.2929121,0.0006058512,584.3848,104.0127,109.1832,0.2263171,74.59526,95.5789,2.622955,115.167610001037,113.5881,19.00847,1072.01945372254,1063.361,121.3046,82.71849,83.49203,4813.863,415.756
9.300117,S,9.300117,0.9719777,0.00567069,0.2983399,0.0006332292,584.4899,103.6877,113.2158,0.2408093,74.54163,95.61777,2.634519,114.412807284279,112.8275,18.98014,1083.49011676287,1074.682,123.2047,82.69493,83.45999,4920.822,427.9814
9.40012,S,9.40012,0.9825866,0.004880099,0.3037384,0.000551993,584.5987,103.363,117.2984,0.213613,74.48798,95.65698,2.646125,113.639182542189,112.0456,18.96437,1094.88427427642,1085.926,125.1023,82.67052,83.42831,5028.911,440.3968
9.500122,S,9.500122,0.993136,0.003774014,0.3091065,0.0004253443,584.6666,103.0385,121.4283,0.1674317,74.43434,95.69637,2.657753,112.833253268708,111.2304,18.95102,1106.19710848044,1097.088,126.9985,82.64581,83.39685,5138.118,453.0019
9.600124,S,9.600124,1.003625,0.003181339,0.314444,0.0003497821,584.7378,102.7143,125.6027,0.1399985,74.38071,95.73536,2.669332,112.008586123747,110.3978,18.92747,1117.42955578353,1108.169,128.8928,82.62165,83.36565,5248.437,465.7964
9.700127,S,9.700127,1.014047,0.003445044,0.3197473,0.0003676451,584.8124,102.3904,129.8167,0.1495572,74.32706,95.7735,2.680804,111.166245386392,109.5501,18.88676,1128.57448272092,1119.162,130.7837,82.59841,83.33473,5359.859,478.7803
9.800129,S,9.800129,1.024406,0.004105583,0.3250186,0.0004365566,584.8905,102.0668,134.0692,0.180427,74.27343,95.81094,2.692189,110.306689121478,108.6868,18.83468,1139.63565371399,1130.071,132.6696,82.57574,83.30416,5472.376,491.953
9.900131,S,9.900131,1.0347,0.004502755,0.3302569,0.0004816427,584.9493,101.7435,138.3571,0.2021624,74.21979,95.84827,2.70356,109.424161041701,107.8002,18.78201,1150.61005817888,1140.893,134.5502,82.55295,83.27394,5585.979,505.3141
10.00013,S,10.00013,1.044925,0.004410418,0.33546,0.0004733551,585.0114,101.4205,142.6759,0.2017011,74.16615,95.8858,2.714956,108.527332408018,106.898,18.73498,1161.49376973003,1151.624,136.4258,82.52976,83.24401,5700.66,518.863
10.10014,S,10.10014,1.055095,0.004167439,0.3371195,0.0004468553,586.5576,101.0975,145.5129,0.1932362,74.11251,95.86335,2.718855,108.567496067029,106.9262,18.80662,1172.31309270701,1162.29,138.3004,82.50649,83.2143,5816.409,532.5992
10.20014,S,10.20014,1.065294,0.004011855,0.3352893,0.0004289417,586.8504,100.7744,146.846,0.188208,74.05888,95.78674,2.715983,108.687794960973,107.0352,18.88128,1183.15050181529,1172.973,140.183,82.48345,83.18485,5933.226,546.5233
10.30014,S,10.30014,1.075512,0.004053249,0.3334784,0.000433038,586.6749,100.4515,148.1648,0.1927496,74.00523,95.71637,2.713892,108.662910760763,107.0008,18.93296,1193.99390624947,1183.661,142.0721,82.46075,83.15566,6051.11,560.6361
10.40014,S,10.40014,1.085745,0.004156288,0.3316872,0.0004445834,586.7267,100.129,149.4683,0.2007043,73.95159,95.65097,2.712422,108.715241081146,107.0433,18.99304,1204.84025554107,1194.351,143.9671,82.43826,83.12673,6170.064,574.9382
10.50014,S,10.50014,1.095996,0.004137962,0.329915,0.0004451887,586.6917,99.80667,150.757,0.2037964,73.89796,95.58981,2.711481,108.744481502252,107.0626,19.05156,1215.69457193506,1205.048,145.8685,82.41578,83.09805,6290.087,589.4299
10.60015,S,10.60015,1.106268,0.004005905,0.3281608,0.0004318163,586.7045,99.48467,152.0304,0.2004069,73.84431,95.53229,2.710996,108.793889175643,107.1015,19.11489,1226.5548885607,1215.75,147.7764,82.39333,83.0696,6411.181,604.1121
10.70015,S,10.70015,1.116559,0.003852766,0.3264247,0.0004156459,586.7422,99.16293,153.2882,0.1955296,73.79068,95.47794,2.710908,108.856468893659,107.1534,19.18019,1237.42219836944,1226.458,149.6908,82.37097,83.04139,6533.344,618.9854
